English (en),Italian (it),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
transcript,trascrizione,0,0,0,0,0,0,0,0,0,1
transcription,trascrizione,0,0,0,0,0,0,0,0,0,0
transfer,trasferimento,0,0,0,0,0,0,0,0,0,0
transference,trasferimento,0,0,0,0,0,0,0,0,0,0
transferred,trasferito,0,0,0,0,0,0,0,0,0,0
transfixed,trafitta,0,0,0,0,0,0,0,0,0,0
transform,trasformare,0,0,0,0,0,0,0,0,0,0
transformation,trasformazione,0,0,0,0,0,0,0,0,0,0
transfusion,trasfusione,0,0,0,0,0,0,0,0,0,0
transgression,trasgressione,0,1,0,0,0,0,0,0,0,0
transient,transitorio,0,0,0,0,0,0,0,0,0,0
transit,transito,0,0,0,0,0,0,0,0,0,0
transition,transizione,0,0,0,0,0,0,0,0,0,0
transitional,di transizione,0,0,0,1,0,0,0,0,0,0
transitive,transitivo,0,0,0,0,0,0,0,0,0,0
transitory,transitorio,0,0,0,0,0,0,0,0,0,0
translate,tradurre,0,0,0,0,0,0,0,0,0,0
translation,traduzione,0,0,0,0,0,0,0,0,0,1
translocation,traslocazione,0,0,0,0,0,0,0,0,0,0
translucent,traslucido,0,0,0,0,0,0,0,0,0,0
transmission,trasmissione,0,0,0,0,0,0,0,0,0,0
transmit,trasmettere,0,0,0,0,0,0,0,0,0,0
transmutation,trasmutazione,0,0,0,0,0,0,0,0,0,0
transom,specchio di poppa,0,0,0,0,0,0,0,0,0,0
transparency,trasparenza,0,0,0,0,0,0,0,0,0,0
transparent,trasparente,0,0,0,0,0,0,0,0,0,0
transplant,trapianto,0,0,0,0,0,0,0,0,0,0
transplantation,trapianto,0,0,0,0,0,0,0,0,0,0
transport,trasporto,0,0,0,0,0,0,0,0,0,0
transportation,mezzi di trasporto,0,0,0,0,0,0,0,0,0,0
transpose,trasporre,0,0,0,0,0,0,0,0,0,0
transposition,trasposizione,0,0,0,0,0,0,0,0,0,0
transverse,trasversale,0,0,0,0,0,0,0,0,0,0
trap,trappola,0,0,0,0,0,0,0,0,0,0
trapping,intrappolando,0,0,0,0,0,0,0,0,0,0
trappings,bardatura,0,1,0,0,0,0,0,0,0,0
traps,trappole,0,1,0,0,0,0,0,0,0,0
trash,spazzatura,0,1,0,0,1,0,0,1,0,0
trashy,scadente,0,1,0,0,1,0,0,0,0,0
traumatic,traumatico,0,1,1,0,0,1,0,1,0,0
travail,NO TRANSLATION,0,1,0,0,0,0,0,0,0,0
travel,viaggio,0,0,0,0,0,0,0,0,0,0
traveler,viaggiatore,0,0,0,0,0,0,0,0,0,0
traveling,in viaggio,1,0,0,0,0,0,0,0,0,0
traverse,attraversare,0,0,0,0,0,0,0,0,0,0
travesty,parodia,0,1,0,0,1,1,0,1,0,0
trawl,rete a strascico,0,0,0,0,0,0,0,0,0,0
trawler,trawler,0,0,0,0,0,0,0,0,0,0
tray,vassoio,0,0,0,0,0,0,0,0,0,0
treacherous,infido,0,1,1,0,1,1,0,0,0,0
treachery,tradimento,0,1,1,0,0,1,0,1,1,0
tread,Filo,0,0,0,0,0,0,0,0,0,0
treadmill,routine,0,0,0,1,0,0,0,0,0,0
treason,tradimento,0,1,1,0,1,1,0,0,1,0
treasure,Tesoro,1,0,0,1,0,0,1,0,0,1
treasurer,tesoriere,0,0,0,0,0,0,0,0,0,1
treasury,tesoreria,0,0,0,0,0,0,0,0,0,0
treat,trattare,1,1,1,1,1,1,1,1,1,1
treatise,trattato,0,0,0,0,0,0,0,0,0,0
treatment,trattamento,0,0,0,0,0,0,0,0,0,0
treaty,trattato,0,0,0,0,0,0,0,0,0,0
treble,triplo,0,0,0,0,0,0,0,0,0,0
tree,albero,1,0,1,1,1,0,1,0,1,1
trek,trekking,0,0,0,0,0,0,0,0,0,0
trellis,traliccio,0,0,0,0,0,0,0,0,0,0
tremble,tremare,0,0,0,0,0,0,0,0,0,0
trembling,tremito,0,1,0,0,0,1,0,0,0,0
tremendous,enorme,0,0,0,0,0,0,0,0,0,0
tremendously,tremendamente,1,0,0,0,0,0,0,0,0,0
tremor,tremore,0,1,1,1,0,1,0,1,0,0
trench,trincea,0,0,0,0,0,0,0,0,0,0
trend,tendenza,1,0,0,0,0,0,0,0,0,0
trending,trending,0,0,0,0,0,0,0,0,0,0
trendy,di moda,1,0,0,0,0,0,0,0,0,0
trepidation,trepidazione,0,1,0,1,0,1,0,0,1,0
trespass,trasgressione,0,1,1,0,0,0,0,0,0,0
triad,triade,0,0,0,0,0,0,0,0,0,0
triangle,triangolo,0,0,0,0,0,0,0,0,0,0
triangular,triangolare,0,0,0,0,0,0,0,0,0,0
tribe,tribù,0,0,0,0,0,0,0,0,0,1
tribulation,tribolazione,0,1,0,0,0,1,0,1,0,0
tribunal,tribunale,0,1,0,1,1,1,0,0,0,1
tribune,tribuna,0,0,0,0,0,0,0,0,0,1
tributary,affluente,1,0,0,1,0,0,0,0,0,0
tribute,omaggio,1,0,0,0,0,0,0,0,0,0
trick,trucco,0,1,0,0,0,0,0,0,1,0
trickery,inganno,0,1,1,0,1,1,0,1,1,0
trickle,gocciolare,0,0,0,0,0,0,0,0,0,0
tricky,difficile,0,0,0,0,0,0,0,0,0,0
tricycle,triciclo,0,0,0,0,0,0,0,0,0,0
trident,tridente,0,0,0,0,0,0,0,0,0,0
trifle,tartufo,0,1,0,0,0,0,0,0,0,0
trig,trig,1,0,0,0,0,0,0,0,0,0
trigger,grilletto,0,0,0,0,0,0,0,0,0,0
trigonometry,trigonometria,0,0,0,0,0,0,0,0,0,0
trillion,trilioni di,0,0,0,0,0,0,0,0,0,0
trim,tagliare,0,0,0,0,0,0,0,0,0,0
trimmer,trimmer,0,0,0,0,0,0,0,0,0,0
trimming,Rifinitura,0,0,0,0,0,0,0,0,0,0
trine,Trine,0,0,0,0,0,0,0,0,0,0
trinity,Trinità,0,0,0,0,0,0,0,0,0,0
trio,trio,0,0,0,0,0,0,0,0,0,0
trip,viaggio,0,0,0,0,0,0,0,0,1,0
tripartite,tripartito,0,0,0,0,0,0,0,0,0,0
triple,triplicare,0,0,0,0,0,0,0,0,0,0
triplet,tripletta,0,0,0,0,0,0,0,0,0,0
triplicate,triplice copia,0,0,0,0,0,0,0,0,0,0
tripod,treppiedi,0,0,0,0,0,0,0,0,0,0
tripping,intervento,0,1,1,0,0,0,0,1,0,0
trite,banale,0,0,0,0,0,0,0,0,0,0
tritium,trizio,0,0,0,0,0,0,0,0,0,0
triumph,trionfo,1,0,0,1,0,0,1,0,0,0
triumphant,trionfante,1,0,0,1,0,0,1,0,0,1
troll,troll,0,1,1,0,0,1,0,0,0,0
trolley,carrello,0,0,0,0,0,0,0,0,0,0
trombone,trombone,0,0,0,0,0,0,0,0,0,0
troop,truppe,0,0,0,0,0,0,0,0,0,0
trooper,poliziotto,0,0,0,0,0,0,0,0,0,0
troops,truppe,0,0,0,0,0,0,0,0,0,0
trophy,trofeo,1,0,0,1,0,0,1,0,1,1
tropical,tropicale,0,0,0,0,0,0,0,0,0,0
trot,trotto,0,0,0,0,0,0,0,0,0,0
troublesome,fastidioso,0,1,1,0,0,1,0,0,0,0
trough,depressione,0,0,0,0,0,0,0,0,0,0
troupe,compagnia teatrale,0,0,0,0,0,0,0,0,0,0
trousers,i pantaloni,0,0,0,0,0,0,0,0,0,0
trout,trota,0,0,0,0,0,0,0,0,0,0
trowel,cazzuola,0,0,0,0,0,0,0,0,0,0
truce,tregua,1,0,0,0,0,0,1,0,0,1
truck,camion,0,0,0,0,0,0,0,0,0,1
TRUE,VERO,1,0,0,0,0,0,1,0,0,1
truism,truismo,0,0,0,0,0,0,0,0,0,0
trump,briscola,0,0,0,0,0,0,0,0,1,0
trumpet,tromba,0,1,0,0,0,0,0,0,0,0
trumpeter,trombettista,0,0,0,0,0,0,0,0,0,0
truncate,troncare,0,0,0,0,0,0,0,0,0,0
truncated,troncato,0,0,0,0,0,0,0,0,0,0
trundle,rotolare,0,0,0,0,0,0,0,0,0,0
trunk,tronco,0,0,0,0,0,0,0,0,0,0
truss,travatura,0,0,0,0,0,0,0,0,0,1
trust,fiducia,0,0,0,0,0,0,0,0,0,1
trustee,fiduciario,0,0,0,0,0,0,0,0,0,1
trusty,fidato,1,0,0,0,0,0,0,0,0,0
truth,verità,1,0,0,0,0,0,0,0,0,1
truthful,veritiero,0,0,0,0,0,0,0,0,0,1
truthfulness,veracità,1,0,0,0,0,0,0,0,0,1
tryout,Provalo,0,0,0,0,0,0,0,0,0,0
tub,vasca,0,0,0,0,0,0,0,0,0,0
tube,tubo,0,0,0,0,0,0,0,0,0,0
tubular,tubolare,0,0,0,0,0,0,0,0,0,0
tubule,tubulo,0,0,0,0,0,0,0,0,0,0
tuck,infilare,0,0,0,0,0,0,0,0,0,0
tucker,scialetto,0,0,0,0,0,0,0,0,0,0
tufted,trapuntata,0,0,0,0,0,0,0,0,0,0
tug,tirare,0,0,0,0,0,0,0,0,0,0
tuition,lezioni,0,0,0,0,0,0,0,0,0,0
tulip,tulipano,0,0,0,0,0,0,0,0,0,0
tumble,caduta,0,1,0,0,0,0,0,0,0,0
tumbler,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
tumor,tumore,0,1,0,0,0,1,0,0,0,0
tumour,tumore,0,1,0,0,0,1,0,1,0,0
tumult,tumulto,0,1,1,0,0,1,0,0,1,0
tumultuous,tumultuoso,0,1,1,0,0,1,0,0,0,0
tun,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
tuna,tonno,0,0,0,0,0,0,0,0,0,0
tunable,sintonizzabile,0,0,0,0,0,0,0,0,0,0
tune,sintonizzare,0,0,0,0,0,0,0,0,0,0
tunic,tunica,0,0,0,0,0,0,0,0,0,0
tuning,messa a punto,0,0,0,0,0,0,0,0,0,0
tunnel,tunnel,0,0,0,0,0,0,0,0,0,0
turban,turbante,0,0,0,0,0,0,0,0,0,0
turbidity,torbidità,0,0,0,0,0,0,0,0,0,0
turbine,turbina,0,0,0,0,0,0,0,0,0,0
turbulence,turbolenza,0,1,1,0,0,1,0,0,0,0
turbulent,turbolento,0,1,0,0,0,1,0,0,0,0
turf,torba,0,0,0,0,0,0,0,0,0,0
turmeric,Curcuma,0,0,0,0,0,0,0,0,0,0
turmoil,agitazione,0,1,1,0,0,1,0,1,0,0
turn,turno,0,0,0,0,0,0,0,0,0,0
turning,svolta,0,0,0,0,0,0,0,0,0,0
turnkey,carceriere,0,0,0,0,0,0,0,0,0,0
turnpike,autostrada a pedaggio,0,0,0,0,0,0,0,0,0,0
turntable,piatto,0,0,0,0,0,0,0,0,0,0
turquoise,turchese,0,0,0,0,0,0,0,0,0,0
turret,torretta,0,0,0,0,0,0,0,0,0,0
turtleneck,dolcevita,0,0,0,0,0,0,0,0,0,0
tussle,zuffa,0,0,1,0,0,0,0,0,0,0
tutelage,tutela,1,0,0,0,0,0,0,0,0,1
tutor,precettore,1,0,0,0,0,0,0,0,0,0
tweak,pizzicare,0,0,0,0,0,0,0,0,0,0
twelfth,dodicesimo,0,0,0,0,0,0,0,0,0,0
twelve,dodici,0,0,0,0,0,0,0,0,0,0
twentieth,ventesimo,0,0,0,0,0,0,0,0,0,0
twenty,venti,0,0,0,0,0,0,0,0,0,0
twig,ramoscello,0,0,0,0,0,0,0,0,0,0
twilight,crepuscolo,0,0,0,0,0,0,0,0,0,0
twill,spigato,0,0,0,0,0,0,0,0,0,0
twin,gemello,1,0,0,0,0,0,0,0,0,0
twine,spago,0,0,0,0,0,0,0,0,0,0
twinkle,scintillio,1,0,0,1,0,0,1,0,0,0
twins,Gemelli,0,0,0,0,0,0,0,0,0,0
twist,twist,0,0,0,0,0,0,0,0,0,0
twisted,contorto,0,0,0,0,0,0,0,0,0,0
twitch,contrazione,0,1,0,0,0,0,0,0,0,0
twofold,duplice,0,0,0,0,0,0,0,0,0,0
tycoon,magnate,0,0,0,0,0,0,0,0,0,0
type,genere,0,0,0,0,0,0,0,0,0,0
typewriter,macchina da scrivere,0,0,0,0,0,0,0,0,0,0
typhoon,tifone,0,1,0,0,0,1,0,0,0,0
typically,tipicamente,0,0,0,0,0,0,0,0,0,0
typist,dattilografo,0,0,0,0,0,0,0,0,0,0
typography,tipografia,0,0,0,0,0,0,0,0,0,0
tyrannical,tirannico,0,1,1,0,1,1,0,0,0,0
tyranny,tirannia,0,1,0,0,0,1,0,1,0,0
tyrant,tiranno,0,1,1,0,1,1,0,1,0,0
tyre,pneumatico,0,0,0,0,0,0,0,0,0,0
ubiquitous,onnipresente,0,0,0,0,0,0,0,0,0,0
ubiquity,ubiquità,0,0,0,0,0,0,0,0,0,0
ugliness,bruttezza,0,1,0,0,1,1,0,1,0,0
ugly,brutta,0,1,0,0,1,0,0,0,0,0
ulcer,ulcera,0,1,1,0,1,1,0,1,0,0
ulterior,ulteriore,0,1,0,0,0,0,0,0,0,0
ultimate,finale,0,0,0,1,0,0,0,1,0,0
ultimately,in definitiva,1,0,0,1,0,0,0,0,0,0
ultimatum,ultimatum,0,1,1,0,0,1,0,0,0,0
ultimo,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
ultraviolet,ultravioletto,0,0,0,0,0,0,0,0,0,0
umbilical,ombelicale,0,0,0,0,0,0,0,0,0,0
umbra,umbra,0,0,0,0,0,0,0,0,0,0
umbrella,ombrello,0,0,0,0,0,0,0,0,0,0
umpire,arbitro,1,0,0,0,0,0,0,0,0,1
unabashed,imperturbabile,0,0,0,0,0,0,0,0,0,0
unabated,senza sosta,0,0,0,0,0,0,0,0,0,0
unable,incapace,0,1,0,0,0,0,0,1,0,0
unacceptable,inaccettabile,0,1,0,0,0,0,0,1,0,0
unaccompanied,senza accompagnamento,0,0,0,0,0,0,0,0,0,0
unaccountable,inesplicabile,0,1,0,1,1,0,0,1,0,1
unacknowledged,non riconosciuto,0,0,0,0,0,0,0,1,0,0
unadulterated,genuino,0,0,0,0,0,0,0,0,0,0
unaided,senza aiuto,0,0,0,0,0,0,0,0,0,0
unaltered,inalterato,0,0,0,0,0,0,0,0,0,0
unambiguous,non ambiguo,0,0,0,0,0,0,0,0,0,0
unanimity,unanimità,1,0,0,0,0,0,0,0,0,0
unanimous,unanime,1,0,0,0,0,0,0,0,0,0
unanimously,unanimamente,0,0,0,0,0,0,0,0,0,0
unanticipated,imprevisto,0,0,0,0,0,0,0,0,1,0
unapproved,non approvato,0,1,0,0,0,0,0,0,0,0
unarmed,disarmato,0,0,0,0,0,0,0,0,0,0
unassisted,senza assistenza,0,0,0,0,0,0,0,0,0,0
unassuming,senza pretese,1,0,0,0,0,0,0,0,0,0
unattached,senza legami,0,1,0,0,0,0,0,0,0,0
unattainable,irraggiungibile,0,1,1,0,0,0,0,1,0,0
unattended,incustodito,0,0,0,0,0,0,0,0,0,0
unattractive,poco attraente,0,1,0,0,1,0,0,1,0,0
unauthorized,non autorizzato,0,1,0,0,0,0,0,0,0,0
unavoidable,inevitabile,0,1,0,0,0,0,0,0,0,0
unaware,ignaro,0,1,0,0,0,0,0,0,0,0
unbalanced,squilibrato,0,0,0,0,0,0,0,0,0,0
unbearable,insopportabile,0,1,0,0,1,0,0,1,0,0
unbeaten,imbattuto,1,1,0,1,0,0,1,1,1,0
unbelief,incredulità,0,1,0,0,0,0,0,0,0,0
unbelievable,incredibile,0,1,0,0,0,0,0,0,0,0
unbiased,imparziale,1,0,0,0,0,0,0,0,0,0
unborn,nascituro,0,1,0,0,0,0,0,0,0,0
unbound,Unbound,0,0,0,0,0,0,0,0,0,0
unbounded,illimitato,0,0,0,0,0,0,0,0,0,0
unbreakable,infrangibile,1,0,0,0,0,0,0,0,0,0
unbridled,sfrenato,1,1,1,1,0,1,0,0,1,0
unbroken,ininterrotto,1,0,0,0,0,0,0,0,0,1
uncanny,sconcertante,0,1,0,0,0,1,0,0,1,0
uncaring,menefreghista,0,1,1,0,1,0,0,1,0,0
uncertain,incerto,0,1,1,0,1,1,0,0,1,0
uncertainty,incertezza,0,0,0,0,0,0,0,0,0,0
unchallenged,incontrastato,0,0,0,0,0,0,0,0,0,0
unchangeable,immutabile,0,1,0,0,0,0,0,0,0,0
unchanged,immutato,0,0,0,0,0,0,0,0,0,0
unclaimed,non reclamato,0,0,0,0,0,0,0,0,0,0
uncle,zio,0,0,0,0,0,0,0,0,0,0
unclean,immondo,0,1,0,0,1,0,0,0,0,0
uncomfortable,scomodo,0,1,0,0,0,0,0,0,0,0
uncommon,raro,0,0,0,0,0,0,0,0,0,0
uncommonly,insolitamente,0,0,0,0,0,0,0,0,0,0
uncompromising,intransigente,0,0,0,0,0,0,0,0,0,0
unconcerned,indifferente,0,0,0,0,0,0,0,0,0,0
unconfirmed,non confermato,0,0,0,0,0,0,0,0,0,0
unconnected,non connesso,0,0,0,0,0,0,0,0,0,0
unconscionable,eccessivo,0,1,0,0,1,0,0,0,0,0
unconscious,inconscio,0,1,0,0,0,0,0,0,0,0
unconsciousness,incoscienza,0,0,0,0,0,0,0,0,0,0
unconstitutional,anticostituzionale,0,1,0,0,0,0,0,0,0,0
unconstrained,non costretto,1,0,0,0,0,0,1,0,0,0
uncontested,incontrastato,0,0,0,0,0,0,0,0,0,0
uncontrollable,incontrollabile,0,1,1,1,0,0,0,0,1,0
uncontrolled,sfrenato,0,1,0,0,0,0,0,0,0,0
unconventional,non convenzionale,0,0,0,0,0,0,0,0,0,0
unconvinced,poco convinta,0,0,0,0,0,0,0,0,0,0
uncooked,crudo,0,0,0,0,0,0,0,0,0,0
uncorrelated,non correlato,0,0,0,0,0,0,0,0,0,0
uncover,scoprire,0,0,0,0,0,0,0,0,1,0
uncritical,acritico,0,0,0,0,0,0,0,0,0,0
uncut,integrale,0,0,0,0,0,0,0,0,0,0
undecided,indeciso,0,1,0,1,0,1,0,0,0,0
undefined,non definito,0,0,0,0,0,0,0,0,0,0
undeniable,innegabile,0,0,0,0,0,0,0,0,0,0
undercover,sotto copertura,0,0,0,0,0,0,0,0,0,0
undercurrent,tendenza,0,0,0,0,0,0,0,0,0,0
underestimate,sottovalutare,0,0,0,0,0,0,0,0,1,0
undergo,subire,0,0,0,0,0,0,0,0,0,0
undergraduate,studente universitario,0,0,0,0,0,0,0,0,0,0
underground,metropolitana,0,0,0,0,0,0,0,0,0,0
underlie,essere alla base,0,0,0,0,0,0,0,0,0,0
underline,sottolineare,1,0,0,0,0,0,0,0,0,0
undermined,minato,0,1,0,0,0,0,0,0,0,0
underneath,sotto,0,0,0,0,0,0,0,0,0,0
underpaid,sottopagato,0,1,1,0,0,0,0,1,0,0
underpants,mutande,0,0,0,0,0,0,0,0,0,0
underscore,sottolineare,0,0,0,0,0,0,0,0,0,0
undersized,troppo piccolo,0,1,0,0,0,0,0,0,0,0
understanding,comprensione,1,0,0,0,0,0,0,0,0,1
understood,inteso,0,0,0,0,0,0,0,0,0,0
undertake,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0
undertaker,imprenditore di pompe funebri,0,0,0,0,0,0,0,1,0,0
undertaking,impresa,0,0,0,1,0,0,0,0,0,0
underwood,sottobosco,0,0,0,0,0,0,0,0,0,0
underwrite,sottoscrivere,1,0,0,0,0,0,0,0,0,1
underwriter,assicuratore,0,0,0,0,0,0,0,0,0,0
undeserved,immeritato,0,0,0,0,0,0,0,0,0,0
undesirable,indesiderabile,0,1,1,0,1,1,0,1,0,0
undesired,indesiderato,0,1,0,0,0,0,0,1,0,0
undeveloped,sottosviluppato,0,0,0,0,0,0,0,0,0,0
undirected,undirected,0,0,0,0,0,0,0,0,0,0
undisclosed,Non dichiarato,0,0,0,1,0,0,0,0,0,0
undiscovered,da scoprire,0,0,0,0,0,0,0,0,1,0
undisputed,indiscusso,0,0,0,0,0,0,0,0,0,0
undisturbed,indisturbato,0,0,0,0,0,0,0,0,0,0
undivided,indivisa,1,0,0,0,0,0,0,0,0,0
undo,disfare,0,1,0,0,0,0,0,0,0,0
undoing,rovina,0,0,0,0,0,0,0,0,0,0
undoubted,indubbio,0,0,0,1,1,0,0,0,0,0
undress,spogliarsi,0,0,0,0,0,0,0,0,0,0
undressed,Spogliata,0,0,0,0,0,0,0,0,0,0
undue,indebito,0,0,0,0,0,0,0,0,0,0
undying,imperituro,1,0,0,1,0,0,1,1,0,1
unearned,non guadagnato,0,0,0,0,0,0,0,0,0,0
unearth,dissotterrare,0,0,0,0,0,0,0,0,0,0
uneasiness,disagio,0,1,0,1,0,0,0,1,0,0
uneasy,inquieto,0,1,0,0,1,1,0,0,0,0
uneducated,incolto,0,1,0,0,0,0,0,1,0,0
unemployed,disoccupato,0,1,0,0,0,1,0,1,0,0
unencumbered,unencumbered,0,0,0,0,0,0,0,0,0,0
unending,senza fine,0,0,0,0,0,0,0,0,0,0
unequal,ineguale,0,1,1,0,1,1,0,1,0,0
unequalled,senza pari,0,0,0,0,0,0,0,0,0,0
unequivocal,inequivocabile,0,0,0,0,0,0,0,0,0,1
unequivocally,inequivocabilmente,1,0,0,0,0,0,0,0,0,0
uneven,irregolare,0,1,0,0,0,0,0,0,0,0
uneventful,non movimentato,0,0,0,0,0,0,0,0,0,0
unexpected,inaspettato,1,1,0,1,0,1,1,0,1,0
unexpectedly,inaspettatamente,0,0,0,0,0,0,0,0,1,0
unexplained,non spiegato,0,1,0,1,0,0,0,1,0,0
unexplored,inesplorato,0,0,0,0,0,0,0,0,0,0
unfailing,infallibile,0,0,0,0,0,0,0,0,0,0
unfair,sleale,0,1,1,0,1,0,0,1,0,0
unfairness,ingiustizia,0,1,1,0,0,0,0,1,0,0
unfaithful,infedele,0,1,0,0,1,0,0,0,0,0
unfamiliar,sconosciuto,0,0,0,0,0,0,0,0,0,0
unfavorable,sfavorevole,0,1,0,0,1,0,0,1,0,0
unfettered,senza restrizioni,0,0,0,0,0,0,0,0,0,0
unfinished,incompiuto,0,1,0,0,0,0,0,0,0,0
unflinching,inflessibile,0,0,0,0,0,0,0,0,0,0
unfold,spiegare,1,0,0,1,0,0,0,0,0,0
unforeseen,imprevisto,0,0,0,0,0,0,0,0,1,0
unforgiving,imperdonabile,0,1,1,0,0,0,0,1,0,0
unfortunate,sfortunato,0,1,0,0,0,0,0,1,0,0
unfriendly,ostile,0,1,1,0,1,1,0,1,0,0
unfulfilled,insoddisfatto,0,1,1,1,0,0,0,1,1,0
unfurnished,non ammobiliato,0,1,0,0,0,0,0,0,0,0
ungodly,empio,0,1,0,0,0,0,0,1,0,0
ungrateful,ingrato,0,1,1,0,1,0,0,0,0,0
unguarded,incustodito,0,0,0,0,0,0,0,0,1,0
unhappiness,infelicità,0,1,0,0,0,0,0,1,0,0
unhappy,infelice,0,1,1,0,1,0,0,1,0,0
unharmed,illeso,0,0,0,0,0,0,0,0,0,0
unhealthy,malsano,0,1,0,0,1,1,0,1,0,0
unhindered,senza ostacoli,0,0,0,0,0,0,0,0,0,0
unholy,empio,0,1,0,0,0,1,0,0,0,0
unicorn,unicorno,0,0,0,0,0,0,0,0,0,0
unification,unificazione,1,0,0,1,0,0,1,0,0,1
uniform,uniforme,0,0,0,0,0,0,0,0,0,0
uniformity,uniformità,0,0,0,0,0,0,0,0,0,0
uniformly,uniformemente,1,0,0,0,0,0,0,0,0,0
unimaginable,inimmaginabile,1,1,0,0,0,0,0,0,1,0
unimportant,irrilevante,0,1,0,0,0,0,0,1,0,0
unimpressed,indifferente,0,1,0,0,0,0,0,0,0,0
unimproved,unimproved,0,1,0,0,0,0,0,0,0,0
uninfected,uninfected,1,0,0,0,0,0,0,0,0,0
uninformed,disinformato,0,1,0,0,0,0,0,0,0,0
uninhabited,disabitato,0,0,0,0,0,0,0,0,0,0
uninitiated,non iniziati,0,1,0,0,0,0,0,0,0,0
uninspired,non ispirato,0,1,0,0,0,0,0,1,0,0
unintelligible,incomprensibile,0,1,0,0,0,0,0,0,0,0
unintended,non inteso,0,0,0,0,0,0,0,0,1,0
unintentional,involontario,0,0,0,0,0,0,0,0,1,0
unintentionally,involontariamente,0,1,0,0,0,0,0,0,1,0
uninterested,indifferente,0,1,0,0,0,0,0,1,0,0
uninteresting,non interessante,0,1,0,0,0,0,0,1,0,0
uninterrupted,ininterrotto,0,0,0,0,0,0,0,0,0,0
uninvited,non invitato,0,0,0,0,0,0,0,1,0,0
union,unione,0,0,0,0,0,0,0,0,0,0
unique,unico,1,0,0,0,0,0,0,0,1,0
unison,unisono,1,0,0,0,0,0,0,0,0,0
unit,unità,0,0,0,0,0,0,0,0,0,0
unitary,unitario,1,0,0,0,0,0,0,0,0,0
unite,unire,0,0,0,0,0,0,0,0,0,0
united,unito,1,0,0,0,0,0,0,0,0,1
unity,unità,1,0,0,0,0,0,0,0,0,1
universal,universale,0,0,0,0,0,0,0,0,0,0
universality,universalità,0,0,0,0,0,0,0,0,0,0
universe,universo,0,0,0,0,0,0,0,0,0,0
university,Università,1,0,0,1,0,0,0,0,0,0
unjust,ingiusto,0,1,1,0,0,0,0,0,0,0
unjustifiable,ingiustificabile,0,1,1,0,1,1,0,0,0,0
unjustified,ingiustificato,0,1,0,0,0,0,0,0,0,0
unkind,scortese,0,1,1,0,1,1,0,1,0,0
unknowable,inconoscibile,0,0,0,0,0,0,0,0,0,0
unknown,sconosciuto,0,1,0,1,0,1,0,0,0,0
unlawful,illegale,0,1,1,0,1,1,0,1,0,0
unleash,sguinzagliare,0,0,0,0,0,0,0,0,0,0
unlicensed,senza licenza,0,1,0,0,0,0,0,0,0,0
unlike,a differenza di,0,0,0,0,0,0,0,0,0,0
unlimited,illimitato,1,0,0,0,0,0,0,0,0,0
unload,scaricare,0,0,0,0,0,0,0,0,0,0
unloaded,scarico,0,0,0,0,0,0,0,0,0,0
unlock,sbloccare,0,0,0,0,0,0,0,0,0,0
unlucky,sfortunato,0,1,1,0,1,1,0,1,0,0
unmanageable,ingestibile,0,1,0,0,1,0,0,0,0,0
unmarked,non marcato,0,0,0,0,0,0,0,0,0,0
unmarried,celibe,0,0,0,0,0,0,0,0,0,0
unmask,smascherare,0,0,0,0,0,0,0,0,0,0
unmatched,impareggiabile,0,0,0,0,0,0,0,0,0,0
unmistakable,inconfondibile,0,0,0,0,0,0,0,0,0,0
unmitigated,non mitigato,0,0,0,0,0,0,0,0,0,0
unmoved,fermo,0,0,0,0,0,0,0,0,0,0
unnamed,Senza nome,0,0,0,0,0,0,0,0,0,0
unnatural,innaturale,0,1,0,0,1,1,0,0,0,0
unnecessary,non necessario,0,0,0,0,0,0,0,0,0,0
unneeded,non necessario,0,0,0,0,0,0,0,0,0,0
unnoticed,inosservato,0,0,0,0,0,0,0,0,0,0
unnumbered,non numerato,0,0,0,0,0,0,0,0,0,0
unobserved,inosservato,0,0,0,0,0,0,0,0,0,0
unobstructed,senza ostacoli,0,0,0,0,0,0,0,0,0,0
unobtrusive,discreto,0,0,0,0,0,0,0,0,0,0
unoccupied,disoccupato,0,0,0,0,0,0,0,0,0,0
unofficial,non ufficiale,0,1,0,0,0,0,0,0,0,0
unopened,non aperto,0,0,0,0,0,0,0,0,0,0
unopposed,incontrastata,0,0,0,0,0,0,0,0,0,0
unordered,non ordinata,0,0,0,0,0,0,0,0,0,0
unorganized,disorganizzato,0,0,0,0,0,0,0,0,0,0
unorthodox,non ortodosso,0,0,0,0,0,0,0,0,0,0
unpack,disfare,0,0,0,0,0,0,0,0,0,0
unpaid,non pagato,0,1,1,0,0,0,0,1,0,0
unpleasant,sgradevole,0,1,0,0,1,0,0,1,0,0
unpopular,impopolare,0,1,0,0,1,0,0,1,0,0
unprecedented,inaudito,0,0,0,0,0,0,0,0,1,0
unpredictable,imprevedibile,0,1,0,0,0,0,0,0,1,0
unprepared,impreparato,0,1,0,0,0,0,0,0,0,0
unpretentious,modesto,1,0,0,0,0,0,0,0,0,0
unproductive,improduttivo,0,1,0,0,0,0,0,0,0,0
